,content,rating
203,Doppio pantaloncino tecnico per fare sport. Realizzati con materiale tecnico e di buona fattura. Sotto c'è un pantaloncino in tessuto elastico tipo lucra e funziona aderente stile leggings e sopra un pantaloncino sportivo sempre di colore nero ma più morbido e comodo soprattutto durante la corsa ma va bene anche per fare palestra al chiuso.. si lava facilmente anche in lavatrice basta non mettere temperatura troppo alta. Ben fatto credo che ne prenderò subito un altro di un altro colore giusto per cambiare. Questo è di colore nero ed è in materiale tecnico. Consigliatissimo,5
204,"Il tessuto esterno sembra buono ma il pantaloncino interno, quello poi più importante visto che deve stare a contatto con la pelle, non mi sembra per niente buono. Usualmente porto una L. Ho preso una L e davvero credo di aver bisogno della XXL.",3
205,"fatto bene e rifinito a dovere con un eccellente rapporto qualita' prezz, Materiale dei pantaloncini ottimo,  Comodi per andare a correre, Aderente e molto utile con le sue capienti tasche. Consigliatissimo",5
206,"i pantaloncini vanno bene meglio usarli senza mutande, a dirla tutta sembrano piuttosto pesanti per l'estate considerando la doppia fodera. buono il laccio per stringerli alla vita ma sarebbe stato meglio se ci fosse stato anche il passante per l'asciugamano . per il resto li consiglio, sono molto elastici e confortevoli non danno fastidio facendo squat ecc. descrizione articolo esatta.",4
207,"Comodi, doppio pantaloncino, sotto aderente, sopra vestibilita' normale, si possono usare per fare un po' tutto, da usare per lavoro, ad andare in palestra, o in giro. Conviene sempre prendere una o due misure in piu'.",5
208,"Li uso per andare in palestra a fare pesistica e workout cardio, perfetti. La tasca sulla coscia per il cellulare funziona, alzando le gambe però tende ad uscire fuori (ho un iPhone 11) essendo appena troppo larga ma non è certamente grave. Un appunto per il produttore se mai leggerà: la tasca sarebbe meglio più laterale che proprio in centro, in quella posizione quando le gambe sono fissate (tipo lat machine) occorre spostare un po' il calzoncino per non forzare sul telefono.",5
209,il materiale sembra buono anche se puzza un po' essendo sintetico penso sia normale il problema è che ho ordinato una L pur essendo una M molto magro nonostante questo mi va comunque un po' troppo piccolo,3
210,Amo questi tipi di pantaloncini. Sono alto 178 e peso 77 kg ed ho scelto la taglia M. Il pantaloncino veste molto bene e la tasca interna è molto comoda. Consiglio una taglia più grande per chi non ama aver il pantaloncino “giusto” ma vuole vestire più comodo. L’ho usato già 3 volte e non ho avuto nessun tipo di problema in palestra.,5
211,"L'idea della tasca interna sarebbe la panacea dei mali di chi si allena portandosi appresso lo smartphone, però ci sono da fare doverose puntualizzazioni. Parto subito col dire che la qualità del prodotto è infima, il materiale è plasticazza della peggior specie dallo spessore paragonabile alla carta velina, ma tanto a noi interessa la comodità per un'oretta di allenamento, no? Il pantaloncino presenta due normali tasche laterali, più una tasca sul retro con la zip, più la famosa tasca interna, posta sul leggins interno in corrispondenza della coscia sinistra. Tale tasca è capiente e contiene il mio smartphone note a 6 pollici. Ma... Se dovete usare il pantaloncino in palestra scordatevi di allenare le gambe, avere il cellulare in quella posizione è scomodo da paura, verrete impediti di molto nei movimenti. Il taschino non tiene piantato il cellulare alla coscia, come le immagini vogliono far intendere, ma diciamo c'è molto gioco e ho sempre l'impressione che stia per scivolarmi fuori. Inoltre il leggins non è così aderente, il materiale è lasco e non da quella sensazione di comodità, cosa che si ripercuote sul taschino. Inoltre le taglie sono piuttosto difficili da comprendere, in quanto suggeriscono di considerare taglie superiori alle vostre. Io sono alto 1.80 per 70 kg e ho preso XL, devo dire che calza bene. Non lo sconsiglio in assoluto, va testato individualmente, ma a me non ha offerto quella cosa in più che cercavo. Reso.",1
212,"Il pantaloncino è bene fatto e rifinito bene. Arrivati molto prima del previsto i pantaloncini sono stati subito utilizzati. E’ un doppio pantaloncino, il ciclista sottostante ha la una tasca elastica per riporre il telefonino o altri oggetti durante la corsa e gli esercizi, mentre il pantaloncino sopra è moto leggero e comodo. Sono presenti le tasche laterali sul davanti e anche una tasca nel posteriore con cerniera. Questo pantaloncino da uomo ha l’elastico e il laccio per stringerlo a piacimento. Soddisfattadell’acquisto.",5
213,Doppio pantaloncino tecnico per fare sport. Realizzati con materiale tecnico e di buona fattura. Sotto c'è un pantaloncino in tessuto elastico tipo lucra e funziona aderente stile leggings e sopra un pantaloncino sportivo sempre di colore nero ma più morbido e comodo soprattutto durante la corsa ma va bene anche per fare palestra al chiuso.. si lava facilmente anche in lavatrice basta non mettere temperatura troppo alta. Ben fatto credo che ne prenderò subito un altro di un altro colore giusto per cambiare. Questo è di colore nero ed è in materiale tecnico. Consigliatissimo,5
214,"Il tessuto esterno sembra buono ma il pantaloncino interno, quello poi più importante visto che deve stare a contatto con la pelle, non mi sembra per niente buono. Usualmente porto una L. Ho preso una L e davvero credo di aver bisogno della XXL.",3
215,"fatto bene e rifinito a dovere con un eccellente rapporto qualita' prezz, Materiale dei pantaloncini ottimo,  Comodi per andare a correre, Aderente e molto utile con le sue capienti tasche. Consigliatissimo",5
216,"i pantaloncini vanno bene meglio usarli senza mutande, a dirla tutta sembrano piuttosto pesanti per l'estate considerando la doppia fodera. buono il laccio per stringerli alla vita ma sarebbe stato meglio se ci fosse stato anche il passante per l'asciugamano . per il resto li consiglio, sono molto elastici e confortevoli non danno fastidio facendo squat ecc. descrizione articolo esatta.",4
217,"Comodi, doppio pantaloncino, sotto aderente, sopra vestibilita' normale, si possono usare per fare un po' tutto, da usare per lavoro, ad andare in palestra, o in giro. Conviene sempre prendere una o due misure in piu'.",5
218,"Li uso per andare in palestra a fare pesistica e workout cardio, perfetti. La tasca sulla coscia per il cellulare funziona, alzando le gambe però tende ad uscire fuori (ho un iPhone 11) essendo appena troppo larga ma non è certamente grave. Un appunto per il produttore se mai leggerà: la tasca sarebbe meglio più laterale che proprio in centro, in quella posizione quando le gambe sono fissate (tipo lat machine) occorre spostare un po' il calzoncino per non forzare sul telefono.",5
219,il materiale sembra buono anche se puzza un po' essendo sintetico penso sia normale il problema è che ho ordinato una L pur essendo una M molto magro nonostante questo mi va comunque un po' troppo piccolo,3
220,"Ciao, io l'anno scorso ho comprato quello arancione, quest'anno quello blu. Qualitativamente i materiali sono buoni. Robusto e comodo. Mi piace molto la loro lunghezza al ginocchio. Do solo 3 stelle perchè con il blu succede la stessa cosa che è successo al mio arancione. Perde tantissimo il colore e neanche in maniera omogenea. Pensavo fosse un problema dell'arancione che era bello sparato (adesso è rosa antico). Ma anche il blu fa uguale. Ormai il colore segue le pieghe. Dentro la piega è più scuro, fuori è più chiaro. Non benissimo. Lavo sempre a 30° con detersivi liquidi buoni.",2
221,"Esteticamente veramente belli, ma.... Iniziamo dai colori: ordinati 2 paia, 1 beige e uno mastice; quello beige è color mastice, mentre il mastice è verde militare. Da notare che sull'etichetta è riportato rispettivamente il color beige e mastice. Ma ad esser sincero, questo non è un problema, almeno per me. Il vero problema è la qualità: dopo 3 giorni un bottoncino automatico della tasca laterale si è letteralmente sbriciolato; il giorno dopo scendo dall'auto e ritrovo sul sedile uno dei bottoni posteriori; in seguito le cuciture iniziano ad aprirsi. Dulcis in fundo dopo il primo lavaggio, rigorosamente a 30 gradi e a mano il colore è di almeno 3 tonalità in meno. Non valgono assolutamente i soldi spesi, neanche in offerta.",1
222,"Avevo ordinato quelli color mastice e sulla busta il colore indicato era giusto ma sono decisamente più scuri e somigliano più a quelli della fotografia color cachi che al colore simile al sabbia nella foto allegata per il prodotto da me scelto. Ma insomma mi piacciono comunque. La taglia è giusta e sono comodi con un buon numero di tasche come lo cercavo, la cintura è inclusa con i pantaloni. In conclusione un buon prodotto per quanto riguarda qualità delle cuciture e tessuto, anche se ho trovato una delle tasche posteriori scucita da un lato che assieme al colore diverso gli fanno perdere i pieni voti nella recensione, ma consiglio comunque in rapporto con il prezzo :D",4
223,"Sinceramente sono rimasto un po' deluso da questo pantaloncino, soprattutto tenendo conto della marca e, soprattutto, del prezzo! I bottoni sulla patta sono cuciti molto male, dopo una settimana già uno stava cedendo; i bottoni a clip che chiudono le tasche posteriori sono il peggio del peggio, proprio a livello dei pantaloncini da bancarella: duri da chiudere, da aprire e, tempo un paio di giorni, uno si è pure strappato dalla tela del pantalone! Di buono c'è sicuramente il materiale, molto fresco, e le tante tasche. Sarò stato sfortunato io, ma, sinceramente, non mi sento di consigliare l'acquisto a più di 20€",3
224,Pantaloncini completamente scandalosi. Solo dopo 5 minuti averli indossati ed essere salito in macchina si sono rovinosamente strappati nella parte posteriore. Una vera indecenza chiederò immediatamente il reso. Come si fa a vendere prodotti del genere! Mai più.,1
225,"Ci servivano dei pantaloni cargo e ci sono piaciuti questi dalla foto.Purtroppo le taglie sono un incognita, ne abbiamo presi due e reso uno perchè troppo stretto rispetto alla dichiarata. Non sappiamo quanto possa essere famosa questa marca, forse in spagna dive li producono i 42 euro sono accettabili (il sito li vende a 39, ma spedizioni, cambio taglia, dalla spagna...).E' una simpatica ""imitazione"" (NON contrafazione, non censurate!) dei Napapiri cargo.Perchè 2 stelle? Perchè in periodo saldi 42 euro è troppo e non li valgono, inoltre al primo uso son saltati 2 bottoni (no, non quello della pancia...heheheh) e per scrupolo abbiamo pagato 6 euro il sarto perché li riattaccasse e rinforzasse tutti.Prezzo totale 47 euro, però son sopravvissuti all'estate, che dire, per quel prezzo prendete dei charart in saldo, ma mettiamo le cosa in chiaro: certe taglie fortine le hanno solo online  e quindi o dieta o si paga! :-) ATTENZIONE: a noi per tutte e 2 le taglie non è arrivato il color cachi della foto, ma un MARRONE QUASI TERRA DI SIENA BRUCIATA, che però abbiamo apprezzato più di quel cachi verdastro della foto.In regalo la cintura stesso colore come vedete in foto, con chiusura ad anelli di metallo senza loghi, quindi riutilizzabile su altri pantaloni. Le (mille) tasche sono utili e, nonostante sembra che si chiudano con i bottoni hanno un fibbia a pressione interna, cosa molto comoda, soprattutto antiscippo, ma anche pratica da aprire.Non so voi, ma noi odiamo aprire e chiedere i bottoni rovinando asole e logorando cucitura di questi.Il cavallo invece purtroppo ha tre bottoni, quindi se avete cintura chiusa ad anelli e bottoni allacciati sappiate che dovrete avere pazienza e destrezza per usare la toilette :-) 2 stelle per il prezzo, non dovrebbero costare più di 25 a saldo, massimo 30 a prezzo pieno.",2
