"title","content","date","variant","images","verified","author","rating","product","url" 
"Capolavoro","Arrivato con un giorno di anticipo!! Sorpresa incredibile. Aspettavo questo titolo da anni, la prima ora di gioco è eccezionale: pura adrenalina come solo la Naughty Dog sa regalare. Colpi di scena, ambientazioni, personaggi: una perla che sono sicuro non tradirà le aspettative per altre (spero) numerose ore di gioco. Va assolutamente comprato! Aggiornamento 26/06/2020 terminato... che dire... sottoscrivo e firmo quello che ho scritto dopo un'ora di gioco: si tratta di un capolavoro non solo videoludico ma anche cinematografico. Crudo, emozionante, carico di suspence e adrenalina, non riuscivo a staccarmi dal joystick. Personaggi, ambientazioni, dialoghi..tutto è perfetto: l'attesa è valsa il risultato. Giocatelo e diffidate da chi scrive il contrario: è un pegi 18 per dei giusti motivi, è volutamente realistico, volutamente violento. Velo pietoso per chi nei commenti, nel 2020, parla di amore saffico come se fosse qualcosa di scandaloso.","Recensito in Italia il 19 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Daniele M.","5","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Semplicemente sublime.","Questo magnifico seguito di The Last of Us va veramente oltre le mie più rosee (e annose) aspettative, da giocatore entusiasta del primo capitolo. Una grafica monumentale che si muove senza problemi pure su una Ps4 Slim (e su una Ps4 Pro è anche leggermente più definita) ben si sposa con la giocabilità ragionata, precisa e complessa tipica del primo episodio e una storia commovente di perdita e rivalsa della protagonista, storia rappresentata in maniera volutamente secca e spietata per esprimere un maggior senso di realismo ed evitare qualsiasi tono melodrammatico. Forse è l'unico titolo per Ps4 che su svariate testate abbia preso un 10 netto, come a dire che o addirittura non presenta difetti o quantomeno, se questi difetti ci sono, i pregi esistenti li sopravanzano di molto. Volendo si potrebbe anche affermare che su una Ps4 Pro 30 fotogrammi al secondo siano un po' pochi, ma visto il risultato complessivo di tutta l'opera direi che ce ne possiamo altamente fregare e andare alla sostanza, che qui è veramente corposa e tangibile come non mai in un titolo per piattaforma Sony. Per quanto mi riguarda con questo titolo la nostra amata console Sony davvero raggiunge l'acme delle sue potenzialità per tutta questa generazione, ovvero questo è ufficialmente il punto più alto di sempre per Ps4 dalla sua uscita nel 2013 e probabilmente rappresenterà anche il suo canto del cigno in vista dell'arrivo della Ps5. Un gioco come questo, che forse è più classificabille come opera d'arte che di intrattenimento, me lo dovrò centellinare poco a poco e un po' per volta perché so già che appena lo finirò ne sentirò subito la mancanza. Inutile a questo punto dire di più sull'opportunità di acquistarlo, chi vuol intendere intenda. ;-) P.s.: in caso voleste una recensione più dettagliata ce ne sono ormai a bizzeffe online tutte più o meno ultrapositive, ma io fossi in voi salterei a piè pari qualsiasi lettura per non rovinarvi l'esperienza di gioco e passerei subito all'inserimento del bluray nella console per vivere in prima persona qualcosa di veramente sublime e difficilmente dimenticabile.","Recensito in Italia il 20 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Tails","5","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"The Last of Us Part II","Arrivato con un giorno di anticipo Il racconto di The Last of Us Part II comincia proprio spiegando quanto sia difficile andare avanti, sopportarsi, coltivare un rapporto nato per necessità e protetto da una bugia a cui non è possibile credere. Il gioco affronta subito l'argomento, ingombrante al punto di averci ""tormentato"" per tutto questo tempo, marchiato a fuoco nella nostra memoria di giocatori. Proprio a partire da quel dettaglio, da quella scelta così umana e al contempo così scellerata, che possiamo considerare il ""peccato originale"" di Joel, il gioco costruisce un intreccio narrativo monumentale e impeccabile: una trama travolgente, instancabile, che per trenta ore smonta e sconvolge ogni convinzione dell'utente, portandolo a rivalutare ogni personaggio, a riflettere persino su sé stesso e sui propri principi etici e morali.","Recensito in Italia il 20 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","luca","5","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Splendido","Non so cosa dire...è un Capolavoro videoludico. (Ci ho gia giocato 7 ore nel giorno di uscita) Grazie Naughtydog per questa perla e ovviamente anche ad Amazon per lo splendido servizio. Gioco Consigliatissimo!","Recensito in Italia il 20 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","https://images-na.ssl-images-amazon.com/images/I/71JdQo1iy7L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81IafEhHECL._SY88.jpg","Yes","Maid Misa","5","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Anni di attesa delusi","Ho amato il primo The Last of US tantissimo, non gioco più molto ormai ma avevo ripreso una PS4 solo ed esclusivamente per poter giocare al secondo ma la delusione è enorme. Già dai movimenti a volte goffi nel girarsi della protagonista si capiva che qualcosa non andava...la trama non coinvolge, il gioco va avanti in modo noioso, banale, con violenze anche troppo gratuite. Non dirò niente sulla trama ma a mio modesto parere sono incomprensibili i giudizi idilliaci su questo gioco, definito da molti ""Capolavoro"". Rimane un buon gioco con una buona grafica, ma da non paragonare al primo, questa versione non è neppure lontanamente parente purtroppo.","Recensito in Italia il 24 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Gianfranco","2","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Misura completamente sbagliata","C'è poco da recensire: le mascherine sono fuori misura, gli elastici che dovrebbero sostenerle sono troppo sottili e se per errore si tirano un po' di più si staccano dalla mascherina stessa. Peccato, finora le peggiori che ho acquistato!","Recensito in Italia il 28 maggio 2020","","","Yes","Giovanni","1","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Da evitare","Pessime. Una addirittura con l’elastico staccato.","Recensito in Italia il 20 maggio 2020","","","Yes","Cliente Amazon","1","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Non sono lavabili","Carine e simpatiche da indossare ma non sono lavabili e poi vanno bene per donna perché per uomo l’elastico è troppo corto e si spezza","Recensito in Italia il 24 maggio 2020","","","Yes","Giandux","1","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Mascherine xxl","Le mascherine  molto grandi.....ho sopperito usando delle graffette tra alcune pieghe...gli elastici saltano...ho dovuto incollarli..","Recensito in Italia il 25 maggio 2020","","","Yes","Cliente Amazon","2","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"deludente","Le asole da agganciare dietro le orecchie sono molto lunghe quindi la mascherina non aderisce bene al viso. . Tenuta delle asole zero. Si è staccata al secondo utilizzo.","Recensito in Italia il 1 giugno 2020","","","Yes","Cliente Amazon","1","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Mascherine molto grandi","Confermo che le mascherine sono un po' fuori misura, sono molto grandi e gli elastici servono più che altro a tenerle in posizione che a stringerle... ma dopo mesi con mascherine che mi scavano solchi nelle orecchie queste sono un toccasana, leggere e comode anche se non per tutti. Visto il prezzo potreste provarle, anche solo da portare un giorno ogni tanto per dare tregua alle vostre orecchie non sono affatto male, io sono molto soddisfatto.","Recensito in Italia il 29 giugno 2020","","","Yes","Maharid","5","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Buono","realizzati con buona fattura tranne gli elastici che non sembrano molto robusti, manca del ferretto sopranaso che sarebbe utile e secondo me l'etichetta interna è un po' scomoda ed ingombrante considerato che va messo sul viso. Nel complesso però un buon prodotto","Recensito in Italia il 6 giugno 2020","","","Yes","dario","4","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Ottimo rapporto qualità prezzo","Il colore mi piace, gli elastici sono giusti per le mie misure, il tessuto è un po' pesante, ma non rimane aderente al viso perché manca il ferretto sul naso, e quindi si riesce a respirare un po' di aria esterna. Il prezzo perfetto.","Recensito in Italia il 11 giugno 2020","","","Yes","Luca Traverso","5","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Discrete","Fanno il loro compito ma risultano molto grandi e non hanno il ferretto per il naso.speravo sinceramente meglio ma visto la spesa (10€ per 5mascherine) non mi posso lamentare.","Recensito in Italia il 29 maggio 2020","","","Yes","Andrea","3","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Prodotto NON IDONEO","La mascherina è molto bella esteticamente per il suo colore Blu... Ma per il resto è tutto negativo... Gli elastici si sono rotti appena ho messo la mascherina... Per questo ho cucito tutte le parti che legano la mascherina agli elastici stessi... Le cuciture delle mascherine, sono tutte con i fili che fuoriescono... NON CONSIGLIO l'acquisto, prodotto non idoneo","Recensito in Italia il 7 luglio 2020","","","Yes","Mario Marino","2","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Misura completamente sbagliata","C'è poco da recensire: le mascherine sono fuori misura, gli elastici che dovrebbero sostenerle sono troppo sottili e se per errore si tirano un po' di più si staccano dalla mascherina stessa. Peccato, finora le peggiori che ho acquistato!","Recensito in Italia il 28 maggio 2020","","","Yes","Giovanni","1","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Da evitare","Pessime. Una addirittura con l’elastico staccato.","Recensito in Italia il 20 maggio 2020","","","Yes","Cliente Amazon","1","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Non sono lavabili","Carine e simpatiche da indossare ma non sono lavabili e poi vanno bene per donna perché per uomo l’elastico è troppo corto e si spezza","Recensito in Italia il 24 maggio 2020","","","Yes","Giandux","1","TNT riutilizzabili ad uso individuale, generico, lavabile, con elastici - 100% Made in Italy - 5pz Blu","https://www.amazon.it/riutilizzabili-individuale-generico-lavabile-elastici/product-reviews/B0882PN5KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
